<Header file>
"software";"created";"content";"1";
"(aixmParser v2.26.4) ";"2021-06-25T14:09:58.320220";"airspacesCatalog";{"srcAixmFile": "../AIXM4.5_all_FR_OM_2021-06-17.xml", "srcAixmOrigin": "Sia-France", "srcAixmVersion": "4.5", "srcAixmCreated": "2021-05-06T14:48:09.497+02:00", "srcAixmEffective": "2021-06-17T00:00:00.000+02:00"};

<Content>
"zoneType";"groupZone";"vfrZone";"vfrZoneExt";"freeFlightZone";"freeFlightZoneExt";"excludeAirspaceNotCoord";"excludeAirspaceNotFfArea";"geometryType";"excludeAirspaceByFilter";"excludeAirspaceByAlt";"excludeAirspaceByRef";"deltaExt";"potentialFilter4FreeFlightZone";"orgName";"keySrcFile";"GUId";"UId";"id";"srcClass";"srcType";"srcCodeActivity";"srcLocalType";"srcCodeMil";"srcCodeLocInd";"srcName";"class";"type";"codeActivity";"name";"nameV";"desc";"Mhz";"activationCode";"activationDesc";"timeScheduling";"declassifiable";"seeNOTAM";"exceptSAT";"exceptSUN";"exceptHOL";"groundEstimatedHeight";"lowerMin";"lower";"lowerM";"ordinalLowerMinM";"ordinalLowerM";"upperMax";"upper";"upperM";"ordinalUpperMaxM";"ordinalUpperM";"WarningValDistVerLower";"WarningValDistVerUpper";"lowerType";"lowerValue";"lowerUnit";"lowerTypeMnm";"lowerValueMnm";"lowerUnitMnm";"upperType";"upperValue";"upperUnit";"lowerTypeMax";"lowerValueMax";"lowerUnitMax";"use4cfd";
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1562207";"LF9330";"";"D-OTHER";;"AER";;;"9330";"Q";"AER";;"9330";"AER 9330 Upper(1580FT AMSL-700FT AGL)";"Upper level 500ft MON-FRI. Radio controlled model flying.";;"HJ";;;;;;;;;;"SFC";"0";;;"700FT AGL";"1580FT AMSL";"481";"213";;;;"HEI";"0";"FT";;;;"ALT";"1580";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1562201";"LF9390";"";"D-OTHER";;"AER";;;"9390";"Q";"AER";;"9390";"AER 9390 Upper(2940FT AMSL-1700FT AGL)";"Radio controlled model flying.";;"HJ";;;;;;;;;;"SFC";"0";;;"1700FT AGL";"2940FT AMSL";"896";"518";;;;"HEI";"0";"FT";;;;"ALT";"2940";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1561945";"LF9014";"";"D-OTHER";;"AER";;;"9014";"Q";"AER";;"9014";"AER 9014 Upper(3500FT AMSL-1700FT AGL)";"Radio controlled model flying.";;"HX";"SR-SS";;;;;;;;;"SFC";"0";;;"1700FT AGL";"3500FT AMSL";"1066";"518";;;;"HEI";"0";"FT";;;;"ALT";"3500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091340";"LFV9488MOD";"";"D-OTHER";;"AER";;;"9488";"Q";"AER";;"9488";"AER 9488";;;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564873";"LF9039";"";"D-OTHER";;"AER";;;"9039";"Q";"AER";;"9039";"AER 9039 Upper(2070FT AMSL-600FT AGL)";"Radio controlled slope soaring flights.";;"HJ";;;;;;;;;;"SFC";"0";;;"600FT AGL";"2070FT AMSL";"630";"182";;;;"HEI";"0";"FT";;;;"ALT";"2070";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1562003";"LF9040";"";"D-OTHER";;"AER";;;"9040";"Q";"AER";;"9040";"AER 9040 Upper(2700FT AMSL-650FT AGL)";"Conditions of use: VIS: 8km, ceiling: 1000ft. Radio controlled model flying.";;"HJ";;;;;;;;;;"SFC";"0";;;"650FT AGL";"2700FT AMSL";"822";"198";;;;"HEI";"0";"FT";;;;"ALT";"2700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1562193";"LFV9370MOD";"";"D-OTHER";;"AER";;;"9370";"Q";"AER";;"9370";"AER 9370 Upper(2550FT AMSL-1500FT AGL)";"Upper level: - MON-FRI: 1800 ft AMSL (700 ft ASFC), - WE and public HOL: 2600 ft AMSL (1500 ft ASFC). Cat A radio-controlled model flying.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1500FT AGL";"2550FT AMSL";"777";"457";;;;"HEI";"0";"FT";;;;"ALT";"2550";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091114";"LFV9494MOD";"";"D-OTHER";;"AER";;;"9494";"Q";"AER";;"9494";"AER 9494";"As per protocol.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091239";"LFV9492MOD";"";"D-OTHER";;"AER";;;"9492";"Q";"AER";;"9492";"AER 9492";;;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091247";"LFV9493MOD";"";"D-OTHER";;"AER";;;"9493";"Q";"AER";;"9493";"AER 9493";"Night activity strictly limited to 165 ft ASFC (50m).";;"HX";"SR-SS + 2 HR";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091256";"LFV9490MOD";"";"D-OTHER";;"AER";;;"9490";"Q";"AER";;"9490";"AER 9490";;;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564727";"LF9075";"";"D-OTHER";;"AER";;;"9075";"Q";"AER";;"9075";"AER 9075";"Only outside LF-R 46N1 activity. Free flights and A category radio controlled model flying.";;"HJ";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1565089";"LF9139";"";"D-OTHER";;"AER";;;"9139";"Q";"AER";;"9139";"AER 9139 (SeeNotam) Upper(810FT AMSL-700FT AGL)";"Radio controlled model flying.Aerobatics training as per protocol.";;"HJ";"HJ except NOTAM.";;;"True";;;;;;"SFC";"0";;;"700FT AGL";"810FT AMSL";"246";"213";;;;"HEI";"0";"FT";;;;"ALT";"810";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1561137";"LF9021";"";"D-OTHER";;"AER";;;"9021";"Q";"AER";;"9021";"AER 9021 Upper(1060FT AMSL-650FT AGL)";"SAT, SUN and public HOL: 1300ft ASFC. Radio controlled model flying as per protocol.";;"HJ";;;;;;;;;;"SFC";"0";;;"650FT AGL";"1060FT AMSL";"323";"198";;;;"HEI";"0";"FT";;;;"ALT";"1060";"FT";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"1563163";"15905";"";"D-OTHER";;"SIV";;;"LILLE 5";"SIV";"SIV";;"LILLE 5";"LILLE 5";;;"HX";;;;;;;;;;"SFC";"0";;;;"FL085";"2590";;;;;"HEI";"0";"FT";;;;"STD";"85";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"1563161";"15904";"";"D-OTHER";;"SIV";;;"LILLE 4";"SIV";"SIV";;"LILLE 4";"LILLE 4";"Radio contact not guaranteed BLW 3000ft AMSL.";;"HX";;;;;;;;;;"SFC";"0";;;;"FL085";"2590";;;;;"HEI";"0";"FT";;;;"STD";"85";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"24995235";"LFV1008TOW";"";"D-OTHER";"PARAGLIDER";"TRVL";;;"1008";"Q";"TRVL";"PARAGLIDER";"Treuil/Tow 1008";"TRVL Treuil/Tow 1008 (PARAGLIDER) Upper(2350FT AMSL-2000FT AGL)";"Paragliding winching. Rotating beacon on the ground.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"2000FT AGL";"2350FT AMSL";"716";"609";;;;"HEI";"0";"FT";;;;"ALT";"2350";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"10834195";"LF875";"";"D-OTHER";;"TRVL";;;"875";"Q";"TRVL";"PARAGLIDER";"Treuil/Tow 875";"TRVL Treuil/Tow 875 (PARAGLIDER)";"Parascending. Winch equipped with a flashing light.";;"HX";"From APR, 1st to OCT, 31st: SR-SS";;;;;;;;;"SFC";"0";;;;"2250FT AMSL";"685";;;;;"HEI";"0";"FT";;;;"ALT";"2250";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"24995214";"LFV957TOW";"";"D-OTHER";"PARACHUTE";"TRVL";;;"957";"Q";"TRVL";"PARACHUTE";"Treuil/Tow 957";"TRVL Treuil/Tow 957 (PARACHUTE) Upper(1700FT AMSL-1000FT AGL)";"Outside LF-R 174 Meyenheim activity. Parascending. Winch equipped with a flashing light.";;"HJ";"FRI, SAT, SUN: 0800-1800 during daylight hours only. SUM - 1 HR.";;;;;;;;;"SFC";"0";;;"1000FT AGL";"1700FT AMSL";"518";"304";;;;"HEI";"0";"FT";;;;"ALT";"1700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"7214723";"LF884";"";"D-OTHER";;"TRVL";;;"884";"Q";"TRVL";"PARAGLIDER";"Treuil/Tow 884";"TRVL Treuil/Tow 884 (PARAGLIDER)";"Activity limited to 2000 ft AMSL during TMA 1.2 Avord activity. Paragliders winch launch according to protocol. Non-marked cable. Winch equipped with white flashing light.";;"HJ";"SR-SS.";;;;;;;;;"SFC";"0";;;;"3000FT AMSL";"914";;;;;"HEI";"0";"FT";;;;"ALT";"3000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"24995220";"LFV1009TOW";"";"D-OTHER";;"TRPLA";;;"1009";"Q";"TRPLA";"GLIDER";"Treuil/Tow 1009";"TRPLA Treuil/Tow 1009 (GLIDER) Upper(1700FT AMSL-1300FT AGL)";"Gliders winch launch RWY 06R/24L. Winch equipped with a rotating beacon.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1300FT AGL";"1700FT AMSL";"518";"396";;;;"HEI";"0";"FT";;;;"ALT";"1700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1564313";"LFLC9";"D";"TMA";;;;;"CLERMONT 9";"D";"TMA";;"CLERMONT 9";"TMA CLERMONT 9 Lower(1000FT AGL-4000FT AMSL)";;;"H24";;;;;;;;;"1000FT AGL";"4000FT AMSL";"1219";"304";;;"FL115";"3505";;;;;"ALT";"4000";"FT";"HEI";"1000";"FT";"STD";"115";"FL";;;;;
"Airspace Zone";"False";"True";"False";"False";"False";;;;"True";;;;;"FRANCE";;;"25091035";"LFLC8";"E";"TMA";;;;;"CLERMONT 8";"E";"TMA";;"CLERMONT 8";"TMA CLERMONT 8 Lower(1000FT AGL-3000FT AMSL)";;;"H24";;;;;;;;;"1000FT AGL";"3000FT AMSL";"914";"304";;;"4000FT AMSL";"1219";;;;;"ALT";"3000";"FT";"HEI";"1000";"FT";"ALT";"4000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"21325921";"LFV670PRN";"";"D-OTHER";;"PRN";;;"670";"Q";"PRN";;"670";"PRN 670";"MARSEILLE FIR Departement CORSE DU SUD Defined excluding Cavallo island. This prohibition does not apply to: - State ACFT according to service requirement - Police, customs, search and rescue, pollution control or nature reserve management operations - take-off or land from/to Figari and Cavallo airports and any manoeuvre related to it.";;"H24";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"24995277";"LFV710PRN";"";"D-OTHER";;"PRN";;;"710";"Q";"PRN";;"710";"PRN 710";"MARSEILLE FIR Department HAUTE CORSE This prohibition does not apply to: - State ACFT according to service requirement - Police, search and rescue, fight against pollution or fire control operations.";;"H24";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"1000FT AGL";"304";;"304";;;"HEI";"0";"FT";;;;"HEI";"1000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"24995293";"LFV720PRN";"";"D-OTHER";;"PRN";;;"720";"Q";"PRN";;"720";"PRN 720";"MARSEILLE FIR Department HAUTE CORSE This prohibition does not apply to: - State ACFT according to service requirement - Police, search and rescue, fight against pollution or fire control operations.";;"H24";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"1000FT AGL";"304";;"304";;;"HEI";"0";"FT";;;;"HEI";"1000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"24995265";"LFV700PRN";"";"D-OTHER";;"PRN";;;"700";"Q";"PRN";;"700";"PRN 700";"MARSEILLE FIR Department HAUTE CORSE This prohibition does not apply to: - State ACFT according to service requirement - Police, search and rescue, fight against pollution or fire control operations.";;"H24";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"1000FT AGL";"304";;"304";;;"HEI";"0";"FT";;;;"HEI";"1000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564709";"LF9076";"";"D-OTHER";;"AER";;;"9076";"Q";"AER";;"9076";"AER 9076";"Located in LF-R 46 N1. Free flights.";;"HJ";"SAT, SUN, HOL: SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564871";"LF9038";"";"D-OTHER";;"AER";;;"9038";"Q";"AER";;"9038";"AER 9038 Upper(1310FT AMSL-660FT AGL)";"Radio controlled model flying.";;"HJ";;;;;;;;;;"SFC";"0";;;"660FT AGL";"1310FT AMSL";"399";"201";;;;"HEI";"0";"FT";;;;"ALT";"1310";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091232";"LFV9491MOD";"";"D-OTHER";;"AER";;;"9491";"Q";"AER";;"9491";"AER 9491";;;"HX";"SAT, SUN, HOL: 0700-1700. SUM: -1HR";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"21232478";"LFV9455MOD";"";"D-OTHER";;"AER";;;"9455";"Q";"AER";;"9455";"AER 9455 Upper(1800FT AMSL-1550FT AGL)";"Outside LF-R40A/B SKED activation. As per protocol.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1550FT AGL";"1800FT AMSL";"548";"472";;;;"HEI";"0";"FT";;;;"ALT";"1800";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1565097";"LF9153";"";"D-OTHER";;"AER";;;"9153";"Q";"AER";;"9153";"AER 9153 Upper(1400FT AMSL-1350FT AGL)";"As per protocol.";;"HJ";;;;;;;;;;"SFC";"0";;;"1350FT AGL";"1400FT AMSL";"426";"411";;;;"HEI";"0";"FT";;;;"ALT";"1400";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25091128";"LFV9489MOD";"";"D-OTHER";;"AER";;;"9489";"Q";"AER";;"9489";"AER 9489";;;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564565";"LF9435";"";"D-OTHER";;"AER";;;"9435";"Q";"AER";;"9435";"AER 9435 Upper(870FT AMSL-600FT AGL)";"Radio controlled model flying as per protocol.";;"HX";"SAT-SUN and public HOL: 1300-1800 SUM - 1HR";;;;;;;;;"SFC";"0";;;"600FT AGL";"870FT AMSL";"265";"182";;;;"HEI";"0";"FT";;;;"ALT";"870";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1565699";"LF9199";"";"D-OTHER";;"AER";;;"9199";"Q";"AER";;"9199";"AER 9199 Upper(1270FT AMSL-650FT AGL)";"Radio controlled model flying";;"HJ";;;;;;;;;;"SFC";"0";;;"650FT AGL";"1270FT AMSL";"387";"198";;;;"HEI";"0";"FT";;;;"ALT";"1270";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1565697";"LF9198";"";"D-OTHER";;"AER";;;"9198";"Q";"AER";;"9198";"AER 9198 Upper(3600FT AMSL-1000FT AGL)";"Radio controlled slope soaring flights. (close to LF-R 169)";;"HJ";;;;;;;;;;"SFC";"0";;;"1000FT AGL";"3600FT AMSL";"1097";"304";;;;"HEI";"0";"FT";;;;"ALT";"3600";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1562157";"LF9170";"";"D-OTHER";;"AER";;;"9170";"Q";"AER";;"9170";"AER 9170 Upper(1730FT AMSL-650FT AGL)";"Radio controlled model flying.";;"HJ";;;;;;;;;;"SFC";"0";;;"650FT AGL";"1730FT AMSL";"527";"198";;;;"HEI";"0";"FT";;;;"ALT";"1730";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564749";"LF9135";"";"D-OTHER";;"AER";;;"9135";"Q";"AER";;"9135";"AER 9135 Upper(1080FT AMSL-1000FT AGL)";"Radio controlled model flying as per protocol.";;"HJ";;;;;;;;;;"SFC";"0";;;"1000FT AGL";"1080FT AMSL";"329";"304";;;;"HEI";"0";"FT";;;;"ALT";"1080";"FT";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";"FRANCE";;;"25091641";"LFML19.1";"D";"TMA";;;;;"PROVENCE 19.1";"D";"TMA";;"PROVENCE 19.1";"TMA PROVENCE 19.1";"This part only exists when LF-R 55 B ORANGE CARITAT is not active (see ENR 5.1). (1) according to service délégation (see AIP part AD 2 LFML ATS).";;"H24";;;;;;;;;;"FL075";"2286";;;;"FL195";"5943";;;;;"STD";"75";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";"FRANCE";;;"25091795";"LFML19.3";"D";"TMA";;;;;"PROVENCE 19.3";"D";"TMA";;"PROVENCE 19.3";"TMA PROVENCE 19.3";"(1) according to service délégation (see AIP part AD 2 LFML ATS).";;"H24";;;;;;;;;;"FL075";"2286";;;;"FL195";"5943";;;;;"STD";"75";"FL";;;;"STD";"195";"FL";;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;;;;;;;;;"25091468";"CTA4791";"";"CTA";;;;;"SALON";"G";"CTA";;"SALON";"CTA SALON";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092736";"LF8108-2";"";"D-OTHER";;"AER";;;"8108-2";"Q";"AER";;"8108-2";"AER 8108-2 Upper(2600FT AMSL-1700FT AGL)";"Radio controlled model flying (slope flight).";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1700FT AGL";"2600FT AMSL";"792";"518";;;;"HEI";"0";"FT";;;;"ALT";"2600";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092974";"LF8116";"";"D-OTHER";;"AER";;;"8116";"Q";"AER";;"8116";"AER 8116";"Radio controlled model flying.";;"HJ";"During daylight hours only. 0700-1700 (ETE/SUM: - 1 HR)";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092962";"LF8114";"";"D-OTHER";;"AER";;;"8114";"Q";"AER";;"8114";"AER 8114 Upper(1300FT AMSL-500FT AGL)";"Radio controlled model flying (hydroplane).";;"HJ";"During daylight hours only. ETE/SUM: 0700-SS HIV/WIN: 0800-SS";;;;;;;;;"SFC";"0";;;"500FT AGL";"1300FT AMSL";"396";"152";;;;"HEI";"0";"FT";;;;"ALT";"1300";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092831";"LF8075-3";"";"D-OTHER";;"AER";;;"8075-3";"Q";"AER";;"8075-3";"AER 8075-3";"Radio controlled model flying (slope flying).";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092825";"LF8075-2";"";"D-OTHER";;"AER";;;"8075-2";"Q";"AER";;"8075-2";"AER 8075-2";"Radio controlled model flying (slope flight).";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"6994881";"LF8075-1";"";"D-OTHER";;"AER";;;"8075-1";"Q";"AER";;"8075-1";"AER 8075-1";"Radio controlled model flying.";;"HJ";"SR-SS.";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092797";"LF8845";"";"D-OTHER";;"AER";;;"8845";"Q";"AER";;"8845";"AER 8845";"Radio controlled model flying (slope flight)";;"HJ";"1300-1700 (during daylight hours only). ETE/SUM: - 1 HR";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092787";"LF8106";"";"D-OTHER";;"AER";;;"8106";"Q";"AER";;"8106";"AER 8106";"Radio controlled model flying.";;"HJ";"1100-1700 (during daylight hours only). ETE/SUM: - 1 HR";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092721";"LF8108-1";"";"D-OTHER";;"AER";;;"8108-1";"Q";"AER";;"8108-1";"AER 8108-1 Upper(2700FT AMSL-1700FT AGL)";"Radio controlled model flying (slope flight).";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1700FT AGL";"2700FT AMSL";"822";"518";;;;"HEI";"0";"FT";;;;"ALT";"2700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1561863";"LF8270";"";"D-OTHER";;"AER";;;"8270";"Q";"AER";;"8270";"AER 8270 Upper(2200FT AMSL-950FT AGL)";"Radio controlled model flying. Night flights: ceiling limited to 150 ft and aircraft equipped with lighting devices.";;"HX";"LUN-SAM/MON-SAT: HIV/WIN 1000-SS, ETE/SUM 0900-SS. DIM et JF/SUN and HOL: HIV/WIN 1400-SS, ETE/SUM 1300-SS. Vols de nuit: uniquement SAM, DIM et JF du 01/06 au 30/09: SS-2359. Night flights: only SAT, SUN and HOL from the 1st JUN to 30th SEP: SS-2359.";;;;;;;;;"SFC";"0";;;"950FT AGL";"2200FT AMSL";"670";"289";;;;"HEI";"0";"FT";;;;"ALT";"2200";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092949";"LF8113";"";"D-OTHER";;"AER";;;"8113";"Q";"AER";;"8113";"AER 8113";"Radio controlled model flying (hydroplane)";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564037";"LF8017";"";"D-OTHER";;"AER";;;"8017";"Q";"AER";;"8017";"AER 8017 Upper(1500FT AMSL-500FT AGL)";"Radio controlled model flying. Night flight: ceiling limited to 150 ft ASFC and aircraft equipped with lighting devices.";;"HJ";"SAM, DIM et JF/SAT, SUN and HOL: 0700-1900 during daylight hours only. Vols de nuit: uniquement SAM, DIM et JF du 01/06 au 30/09: SS-2359. Night flight: only SAT, SUN and HOL from 1st JUN to 30th SEP: SS-2359. ETE/SUM - 1 HR.";;;;;;;;;"SFC";"0";;;"500FT AGL";"1500FT AMSL";"457";"152";;;;"HEI";"0";"FT";;;;"ALT";"1500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092705";"LF8107";"";"D-OTHER";;"AER";;;"8107";"Q";"AER";;"8107";"AER 8107 Upper(2700FT AMSL-1300FT AGL)";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1300FT AGL";"2700FT AMSL";"822";"396";;;;"HEI";"0";"FT";;;;"ALT";"2700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092687";"LF8006-2";"";"D-OTHER";;"AER";;;"8006-2";"Q";"AER";;"8006-2";"AER 8006-2";"Radio controlled model flying (slope flight)";;"HJ";"1300-1700 (during daylight hours only) ETE/SUM: - 1 HR";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564031";"LF8006-1";"";"D-OTHER";;"AER";;;"8006-1";"Q";"AER";;"8006-1";"AER 8006-1 Upper(2400FT AMSL-1000FT AGL)";"Upper limit 500 ft ASFC when LF-R 45 S4 area active. Radio-controlled model flying.";;"HX";"0900-SS SUM: - 1 HR";;;;;;;;;"SFC";"0";;;"1000FT AGL";"2400FT AMSL";"731";"304";;;;"HEI";"0";"FT";;;;"ALT";"2400";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"25092985";"LF8117";"";"D-OTHER";;"AER";;;"8117";"Q";"AER";;"8117";"AER 8117 Upper(1200FT AMSL-500FT AGL)";"Radio controlled model flying as per protocol.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"500FT AGL";"1200FT AMSL";"365";"152";;;;"HEI";"0";"FT";;;;"ALT";"1200";"FT";;;;;
